head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Monika,Rozemyne,"When Monika was first appointed as an attendant, she commented to Rozemyne that she would be serving in Wilma's place as Wilma would not leave the orphanage.",Personality,prose,service_retainer,"keyword:\battendant\b,\bserving\b",service_retainer,Monika || Rozemyne,cand_001937,"When Monika was first appointed as an attendant, she commented to Rozemyne that she would be serving in Wilma's place as Wilma would not leave the orphanage.","section=Personality source=prose When [HEAD] Monika [/HEAD] was first appointed as an attendant, she commented to [TAIL] Rozemyne [/TAIL] that she would be serving in Wilma's place as Wilma would not leave the orphanage.",service_retainer,parsed,google/gemma-2-2b-it
Tollkuehnheit,Heileind,"He was a Royal Family member of the ancient past, being the son of Aeussewahl and the brother of Heileind.",lead,prose,family,"keyword:\bson\b,\bbrother\b",family,Tollkuehnheit || Heileind,cand_001938,"He was a Royal Family member of the ancient past, being the son of Aeussewahl and the brother of Heileind.","section=lead source=prose [HEAD] Tollkuehnheit [/HEAD] He was a Royal Family member of the ancient past, being the son of Aeussewahl and the brother of [TAIL] Heileind [/TAIL].",family,parsed,google/gemma-2-2b-it
Ferdinand,Charlotte,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)",infobox,infobox,family,infobox:family/Relatives,family,Ferdinand || Charlotte,cand_001939,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)","section=infobox source=infobox [HEAD] Ferdinand [/HEAD] Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) [TAIL] Charlotte [/TAIL] (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew)",family,parsed,google/gemma-2-2b-it
Gunther,Effa,"Eventually, he won Effa over by proposing like a knight would.",History,prose,no_relation,keyword:none,romantic,Gunther || Effa,cand_001940,"Eventually, he won Effa over by proposing like a knight would.","section=History source=prose [HEAD] Gunther [/HEAD] Eventually, he won [TAIL] Effa [/TAIL] over by proposing like a knight would.",romantic,parsed,google/gemma-2-2b-it
Gloria,Rozemyne,"Gloria gives him a magic ring, stating that it was a gift to commemorate them getting rid of Rozemyne and that he was now a true noble, since he could now make use of the mana within himself.",Part 4 Volume 9,prose,no_relation,keyword:none,no_relation,Gloria || Rozemyne,cand_001941,"Gloria gives him a magic ring, stating that it was a gift to commemorate them getting rid of Rozemyne and that he was now a true noble, since he could now make use of the mana within himself.","section=Part 4 Volume 9 source=prose [HEAD] Gloria [/HEAD] gives him a magic ring, stating that it was a gift to commemorate them getting rid of [TAIL] Rozemyne [/TAIL] and that he was now a true noble, since he could now make use of the mana within himself.",no_relation,parsed,google/gemma-2-2b-it
Seltier,Georgine,"When Georgine married into Ahrensbach, Seltier moved with her.",History,prose,romantic,keyword:\bmarried\b,romantic,Seltier || Georgine,cand_001942,"When Georgine married into Ahrensbach, Seltier moved with her.","section=History source=prose When [TAIL] Georgine [/TAIL] married into Ahrensbach, [HEAD] Seltier [/HEAD] moved with her.",romantic,parsed,google/gemma-2-2b-it
Lestilaut,Kenntrips,"He is the half-brother of Kenntrips and Reginald. *Vestaert - A male apprentice knight, the same age as Kenntrips.",Knights,prose,family,keyword:\bbrother\b,family,Lestilaut || Kenntrips,cand_001943,"He is the half-brother of Kenntrips and Reginald. *Vestaert - A male apprentice knight, the same age as Kenntrips.","section=Knights source=prose [HEAD] Lestilaut [/HEAD] He is the half-brother of [TAIL] Kenntrips [/TAIL] and Reginald. *Vestaert - A male apprentice knight, the same age as Kenntrips.",family,parsed,google/gemma-2-2b-it
Trauerqual,Eglantine,Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law),infobox,infobox,family,infobox:family/Daughter,family,Trauerqual || Eglantine,cand_001944,Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law),section=infobox source=infobox [HEAD] Trauerqual [/HEAD] Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) [TAIL] Eglantine [/TAIL] (In-Law) Adolphine (in-Law),family,parsed,google/gemma-2-2b-it
Count Bindewald,Veronica,"Even his laughter sounds like toad croaking to her. *Nobles (especially high-ranked ones) are usually good-looking because they tend to marry and have children with other good-looking nobles, but Count Bindewald is a notable exception. *Count Bindewald is the one who delivered Georgine's letters to Veronica faction members in Ehrenfest.",Trivia,prose,no_relation,keyword:none,friend_ally,Count Bindewald || Veronica,cand_001945,"Even his laughter sounds like toad croaking to her. *Nobles (especially high-ranked ones) are usually good-looking because they tend to marry and have children with other good-looking nobles, but Count Bindewald is a notable exception. *Count Bindewald is the one who delivered Georgine's letters to Veronica faction members in Ehrenfest.","section=Trivia source=prose Even his laughter sounds like toad croaking to her. *Nobles (especially high-ranked ones) are usually good-looking because they tend to marry and have children with other good-looking nobles, but [HEAD] Count Bindewald [/HEAD] is a notable exception. *Count Bindewald is the one who delivered Georgine's letters to [TAIL] Veronica [/TAIL] faction members in Ehrenfest.",friend_ally,parsed,google/gemma-2-2b-it
Mestionora,God of Darkness,Infobox field family/Grandfather: God of Darkness,infobox,infobox,family,infobox:family/Grandfather,family,Mestionora || God of Darkness,cand_001946,Infobox field family/Grandfather: God of Darkness,section=infobox source=infobox [HEAD] Mestionora [/HEAD] Infobox field family/Grandfather: [TAIL] God of Darkness [/TAIL],family,parsed,google/gemma-2-2b-it
Judithe,Bonifatius,"Her accuracy and range from just her muscle-strength alone even impressed Bonifatius, who has notoriously high standards for knights.",Skills and Abilities,prose,no_relation,keyword:none,romantic,Judithe || Bonifatius,cand_001947,"Her accuracy and range from just her muscle-strength alone even impressed Bonifatius, who has notoriously high standards for knights.","section=Skills and Abilities source=prose [HEAD] Judithe [/HEAD] Her accuracy and range from just her muscle-strength alone even impressed [TAIL] Bonifatius [/TAIL], who has notoriously high standards for knights.",romantic,parsed,google/gemma-2-2b-it
Magdalena,Ferdinand,"With even more rage against the traitor, she sets off alongside the Dunkelfelger knights and makes for the auditorium, where the last remains of the enemy troops still at large in the Royal Academy are concentrated and locked in a battle with Ahrensbach and Ehrenfest forces led by Rozemyne and Ferdinand, as well as Anastasius and his personal guards.",Part 5 Volume 10,prose,enemy_rival,keyword:\benemy\b,enemy_rival,Magdalena || Ferdinand,cand_001948,"With even more rage against the traitor, she sets off alongside the Dunkelfelger knights and makes for the auditorium, where the last remains of the enemy troops still at large in the Royal Academy are concentrated and locked in a battle with Ahrensbach and Ehrenfest forces led by Rozemyne and Ferdinand, as well as Anastasius and his personal guards.","section=Part 5 Volume 10 source=prose [HEAD] Magdalena [/HEAD] With even more rage against the traitor, she sets off alongside the Dunkelfelger knights and makes for the auditorium, where the last remains of the enemy troops still at large in the Royal Academy are concentrated and locked in a battle with Ahrensbach and Ehrenfest forces led by Rozemyne and [TAIL] Ferdinand [/TAIL], as well as Anastasius and his personal guards.",enemy_rival,parsed,google/gemma-2-2b-it
Dahvidh,Wilfried,Dahvidh (ダーヴィット) is an archduke candidate from Lindenthal and a classmate of Wilfried and Rozemyne.,lead,prose,no_relation,keyword:none,friend_ally,Dahvidh || Wilfried,cand_001949,Dahvidh (ダーヴィット) is an archduke candidate from Lindenthal and a classmate of Wilfried and Rozemyne.,section=lead source=prose [HEAD] Dahvidh [/HEAD] (ダーヴィット) is an archduke candidate from Lindenthal and a classmate of [TAIL] Wilfried [/TAIL] and Rozemyne.,friend_ally,parsed,google/gemma-2-2b-it
Brigitte,Rozemyne,"To help her show off her beauty, Rozemyne designs a new halter-top dress designed to suit Brigitte's well-built body type for the next Starbind Ceremony in hopes that she can find a new husband.",Story,prose,romantic,keyword:\bhusband\b,romantic,Brigitte || Rozemyne,cand_001950,"To help her show off her beauty, Rozemyne designs a new halter-top dress designed to suit Brigitte's well-built body type for the next Starbind Ceremony in hopes that she can find a new husband.","section=Story source=prose To help her show off her beauty, [TAIL] Rozemyne [/TAIL] designs a new halter-top dress designed to suit [HEAD] Brigitte [/HEAD]'s well-built body type for the next Starbind Ceremony in hopes that she can find a new husband.",romantic,parsed,google/gemma-2-2b-it
Sargerecht,Florencia,"Later on, Sargerecht was given the duty to tutor Lady Florencia's youngest son to prepare him for his baptism.",History,prose,family,keyword:\bson\b,service_retainer,Sargerecht || Florencia,cand_001951,"Later on, Sargerecht was given the duty to tutor Lady Florencia's youngest son to prepare him for his baptism.","section=History source=prose Later on, [HEAD] Sargerecht [/HEAD] was given the duty to tutor Lady [TAIL] Florencia [/TAIL]'s youngest son to prepare him for his baptism.",service_retainer,parsed,google/gemma-2-2b-it
Christine,Ferdinand,"Her life is defined by art, to the extent that Ferdinand remembers her as ""the art loving shrine maiden"" rather than by her actual name.",Personality,prose,no_relation,keyword:none,romantic,Christine || Ferdinand,cand_001952,"Her life is defined by art, to the extent that Ferdinand remembers her as ""the art loving shrine maiden"" rather than by her actual name.","section=Personality source=prose [HEAD] Christine [/HEAD] Her life is defined by art, to the extent that [TAIL] Ferdinand [/TAIL] remembers her as ""the art loving shrine maiden"" rather than by her actual name.",romantic,parsed,google/gemma-2-2b-it
Constanze,Wilfried,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)",infobox,infobox,family,infobox:family/Relatives,family,Constanze || Wilfried,cand_001953,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)","section=infobox source=infobox [HEAD] Constanze [/HEAD] Infobox field family/Relatives: Karstedt (Cousin) [TAIL] Wilfried [/TAIL] (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)",family,parsed,google/gemma-2-2b-it
Dhorme,Corinna,"When Otto managed to gain Corinna's hand, Otto asked him, to tell his parents about how he managed to marry his new wife and what he did with the money he earned, which Dhorme did.",History,prose,romantic,keyword:\bwife\b,romantic,Dhorme || Corinna,cand_001954,"When Otto managed to gain Corinna's hand, Otto asked him, to tell his parents about how he managed to marry his new wife and what he did with the money he earned, which Dhorme did.","section=History source=prose When Otto managed to gain [TAIL] Corinna [/TAIL]'s hand, Otto asked him, to tell his parents about how he managed to marry his new wife and what he did with the money he earned, which [HEAD] Dhorme [/HEAD] did.",romantic,parsed,google/gemma-2-2b-it
Justus,Sylvester,"However, Justus found that the information he brought to Sylvester usually ended up being put to good use by Ferdinand, his right-hand man.",History,prose,no_relation,keyword:none,service_retainer,Justus || Sylvester,cand_001955,"However, Justus found that the information he brought to Sylvester usually ended up being put to good use by Ferdinand, his right-hand man.","section=History source=prose However, [HEAD] Justus [/HEAD] found that the information he brought to [TAIL] Sylvester [/TAIL] usually ended up being put to good use by Ferdinand, his right-hand man.",service_retainer,parsed,google/gemma-2-2b-it
Fairseele,Letizia,"Fairseele is an Ahrensbach, soon-to be Alexandrian, noble and apprentice attendant of Letizia.",lead,prose,service_retainer,keyword:\battendant\b,service_retainer,Fairseele || Letizia,cand_001956,"Fairseele is an Ahrensbach, soon-to be Alexandrian, noble and apprentice attendant of Letizia.","section=lead source=prose [HEAD] Fairseele [/HEAD] is an Ahrensbach, soon-to be Alexandrian, noble and apprentice attendant of [TAIL] Letizia [/TAIL].",service_retainer,parsed,google/gemma-2-2b-it
